Name	Chr	Start	Stop	Up	Down	size
chrII: 657600-657832	chrII	657600.0	657832.0	YBR216C	YBR217W	232.0
chrII: 658392-658707	chrII	658392.0	658707.0	YBR217W	YBR218C	315.0
chrII: 662249-665153	chrII	662249.0	665153.0	YBR218C	YBR221C	2904.0
chrII: 666253-666720	chrII	666253.0	666720.0	YBR221C	YBR222C	467.0
chrII: 668351-668663	chrII	668351.0	668663.0	YBR222C	YBR223C	312.0
chrII: 670297-673572	chrII	670297.0	673572.0	YBR223C	YBR227C	3275.0
chrII: 675134-675313	chrII	675134.0	675313.0	YBR227C	YBR228W	179.0
chrII: 676227-676357	chrII	676227.0	676357.0	YBR228W	YBR229C	130.0
chrII: 679221-679549	chrII	679221.0	679549.0	YBR229C	YBR230C	328.0
chrII: 680050-682179	chrII	680050.0	682179.0	YBR230C	YBR231C	2129.0
chrII: 683090-683428	chrII	683090.0	683428.0	YBR231C	YBR233W	338.0
chrII: 684669-684977	chrII	684669.0	684977.0	YBR233W	YBR233W-A	308.0
chrII: 685261-685438	chrII	685261.0	685438.0	YBR233W-A	YBR234C	177.0
chrII: 686592-690383	chrII	686592.0	690383.0	YBR234C	YBR236C	3791.0
chrII: 691693-691969	chrII	691693.0	691969.0	YBR236C	YBR237W	276.0
chrII: 694518-695107	chrII	694518.0	695107.0	YBR237W	YBR238C	589.0
chrII: 697302-700490	chrII	697302.0	700490.0	YBR238C	YBR240C	3188.0
chrII: 701842-705447	chrII	701842.0	705447.0	YBR240C	YBR243C	3605.0
chrII: 706793-707528	chrII	706793.0	707528.0	YBR243C	YBR244W	735.0
chrII: 708016-708150	chrII	708016.0	708150.0	YBR244W	YBR245C	134.0
chrII: 711539-713004	chrII	711539.0	713004.0	YBR245C	YBR247C	1465.0
chrII: 714455-714807	chrII	714455.0	714807.0	YBR247C	YBR248C	352.0
chrII: 716465-716882	chrII	716465.0	716882.0	YBR248C	YBR249C	417.0
chrII: 717994-719033	chrII	717994.0	719033.0	YBR249C	YBR250W	1039.0
chrII: 720604-721390	chrII	720604.0	721390.0	YBR250W	YBR251W	786.0
chrII: 722313-722611	chrII	722313.0	722611.0	YBR251W	YBR252W	298.0
chrII: 723054-723270	chrII	723054.0	723270.0	YBR252W	YBR253W	216.0
chrII: 723635-723736	chrII	723635.0	723736.0	YBR253W	YBR254C	101.0
chrII: 724263-724456	chrII	724263.0	724456.0	YBR254C	YBR255W	193.0
chrII: 726540-727386	chrII	726540.0	727386.0	YBR255W	YBR256C	846.0
chrII: 728102-728885	chrII	728102.0	728885.0	YBR256C	YBR257W	783.0
chrII: 729724-729734	chrII	729724.0	729734.0	YBR257W	YBR258C	10.0
chrII: 730162-732639	chrII	730162.0	732639.0	YBR258C	YBR260C	2477.0
chrII: 734639-734832	chrII	734639.0	734832.0	YBR260C	YBR261C	193.0
chrII: 735530-735720	chrII	735530.0	735720.0	YBR261C	YBR262C	190.0
chrII: 736040-736264	chrII	736040.0	736264.0	YBR262C	YBR263W	224.0
chrII: 737736-737770	chrII	737736.0	737770.0	YBR263W	YBR264C	34.0
chrII: 738369-738582	chrII	738369.0	738582.0	YBR264C	YBR265W	213.0
chrII: 739544-739841	chrII	739544.0	739841.0	YBR265W	YBR267W	297.0
chrII: 741022-741299	chrII	741022.0	741299.0	YBR267W	YBR268W	277.0
chrII: 741616-746361	chrII	741616.0	746361.0	YBR268W	YBR272C	4745.0
chrII: 747803-748061	chrII	747803.0	748061.0	YBR272C	YBR273C	258.0
chrII: 749371-749594	chrII	749371.0	749594.0	YBR273C	YBR274W	223.0
chrII: 751177-751356	chrII	751177.0	751356.0	YBR274W	YBR275C	179.0
chrII: 757106-757620	chrII	757106.0	757620.0	YBR275C	YBR276C	514.0
chrII: 760043-760294	chrII	760043.0	760294.0	YBR276C	YBR278W	251.0
chrII: 760899-761257	chrII	760899.0	761257.0	YBR278W	YBR279W	358.0
chrII: 762594-762784	chrII	762594.0	762784.0	YBR279W	YBR280C	190.0
chrII: 764697-764970	chrII	764697.0	764970.0	YBR280C	YBR281C	273.0
chrII: 767606-768240	chrII	767606.0	768240.0	YBR281C	YBR282W	634.0
chrII: 768680-768943	chrII	768680.0	768943.0	YBR282W	YBR283C	263.0
chrII: 770415-774700	chrII	770415.0	774700.0	YBR283C	YBR286W	4285.0
chrII: 776313-778012	chrII	776313.0	778012.0	YBR286W	YBR288C	1699.0
chrII: 779463-779667	chrII	779463.0	779667.0	YBR288C	YBR289W	204.0
chrII: 782384-782591	chrII	782384.0	782591.0	YBR289W	YBR290W	207.0
chrII: 783556-783673	chrII	783556.0	783673.0	YBR290W	YBR291C	117.0
chrII: 784572-787006	chrII	784572.0	787006.0	YBR291C	YBR293W	2434.0
chrII: 788430-789235	chrII	788430.0	789235.0	YBR293W	YBR294W	805.0
chrII: 791814-792849	chrII	791814.0	792849.0	YBR294W	YBR295W	1035.0
chrII: 796499-796798	chrII	796499.0	796798.0	YBR295W	YBR296C	299.0
chrII: 798522-800523	chrII	798522.0	800523.0	YBR296C	YBR297W	2001.0
chrII: 801929-802631	chrII	801929.0	802631.0	YBR297W	YBR298C	702.0
chrII: 804475-805351	chrII	804475.0	805351.0	YBR298C	YBR299W	876.0
chrII: 807105-809057	chrII	807105.0	809057.0	YBR299W	YBR301W	1952.0
chrII: 809419-810340	chrII	809419.0	810340.0	YBR301W	YBR302C	921.0
chrIII: 9706-12386	chrIII	9706.0	12386.0	YCL069W	YCL067C	2680.0
chrIII: 13018-13282	chrIII	13018.0	13282.0	YCL067C	YCL066W	264.0
chrIII: 13809-15798	chrIII	13809.0	15798.0	YCL066W	YCL064C	1989.0
chrIII: 16880-17290	chrIII	16880.0	17290.0	YCL064C	YCL063W	410.0
chrIII: 18561-18816	chrIII	18561.0	18816.0	YCL063W	YCL061C	255.0
chrIII: 22106-22429	chrIII	22106.0	22429.0	YCL061C	YCL059C	323.0
chrIII: 23379-23523	chrIII	23379.0	23523.0	YCL059C	YCL058C	144.0
chrIII: 23925-24768	chrIII	23925.0	24768.0	YCL058W-A	YCL057W	843.0
chrIII: 26906-27929	chrIII	26906.0	27929.0	YCL057W	YCL055W	1023.0
chrIII: 28936-31449	chrIII	28936.0	31449.0	YCL055W	YCL054W	2513.0
chrIII: 33974-34143	chrIII	33974.0	34143.0	YCL054W	YCL052C	169.0
chrIII: 35393-35865	chrIII	35393.0	35865.0	YCL052C	YCL051W	472.0
chrIII: 37616-37836	chrIII	37616.0	37836.0	YCL051W	YCL050C	220.0
chrIII: 38801-42165	chrIII	38801.0	42165.0	YCL050C	YCL048W	3364.0
chrIII: 43556-44623	chrIII	43556.0	44623.0	YCL048W	YCL045C	1067.0
chrIII: 46905-47111	chrIII	46905.0	47111.0	YCL045C	YCL044C	206.0
chrIII: 48364-48653	chrIII	48364.0	48653.0	YCL044C	YCL043C	289.0
chrIII: 50221-50838	chrIII	50221.0	50838.0	YCL043C	YCL040W	617.0
chrIII: 52340-52645	chrIII	52340.0	52645.0	YCL040W	YCL039W	305.0
chrIII: 54882-54941	chrIII	54882.0	54941.0	YCL039W	YCL038C	59.0
chrIII: 56527-57374	chrIII	56527.0	57374.0	YCL038C	YCL037C	847.0
chrIII: 58678-59026	chrIII	58678.0	59026.0	YCL037C	YCL036W	348.0
chrIII: 60726-60841	chrIII	60726.0	60841.0	YCL036W	YCL035C	115.0
chrIII: 61173-61658	chrIII	61173.0	61658.0	YCL035C	YCL034W	485.0
chrIII: 62722-62776	chrIII	62722.0	62776.0	YCL034W	YCL033C	54.0
chrIII: 63282-63441	chrIII	63282.0	63441.0	YCL033C	YCL032W	159.0
chrIII: 64481-64675	chrIII	64481.0	64675.0	YCL032W	YCL031C	194.0
chrIII: 65568-65934	chrIII	65568.0	65934.0	YCL031C	YCL030C	366.0
chrIII: 68333-68599	chrIII	68333.0	68599.0	YCL030C	YCL029C	266.0
chrIII: 69921-70150	chrIII	69921.0	70150.0	YCL029C	YCL028W	229.0
chrIII: 71367-71803	chrIII	71367.0	71803.0	YCL028W	YCL027W	436.0
chrIII: 73341-74704	chrIII	73341.0	74704.0	YCL027W	YCL026C-A	1363.0
chrIII: 75285-76018	chrIII	75285.0	76018.0	YCL026C-A	YCL025C	733.0
chrIII: 77919-79162	chrIII	77919.0	79162.0	YCL025C	YCL024W	1243.0
chrIII: 92418-92777	chrIII	92418.0	92777.0	YCL018W	YCL017C	359.0
chrIII: 94270-94621	chrIII	94270.0	94621.0	YCL017C	YCL016C	351.0
chrIII: 101788-102075	chrIII	101788.0	102075.0	YCL012C	YCL011C	287.0
chrIII: 103358-103571	chrIII	103358.0	103571.0	YCL011C	YCL010C	213.0
chrIII: 104350-104619	chrIII	104350.0	104619.0	YCL010C	YCL009C	269.0
chrIII: 105548-105696	chrIII	105548.0	105696.0	YCL009C	YCL008C	148.0
chrIII: 106853-107023	chrIII	106853.0	107023.0	YCL008C	YCL005W-A	170.0
chrIII: 107417-108021	chrIII	107417.0	108021.0	YCL005W-A	YCL005W	604.0
chrIII: 108791-109105	chrIII	108791.0	109105.0	YCL005W	YCL004W	314.0
chrIII: 110670-111916	chrIII	110670.0	111916.0	YCL004W	YCL001W	1246.0
chrIII: 112482-117380	chrIII	112482.0	117380.0	YCL001W	YCR002C	4898.0
chrIII: 118348-118620	chrIII	118348.0	118620.0	YCR002C	YCR003W	272.0
chrIII: 119171-119575	chrIII	119171.0	119575.0	YCR003W	YCR004C	404.0
chrIII: 120318-120946	chrIII	120318.0	120946.0	YCR004C	YCR005C	628.0
chrIII: 130281-130745	chrIII	130281.0	130745.0	YCR008W	YCR009C	464.0
chrIII: 131542-132273	chrIII	131542.0	132273.0	YCR009C	YCR010C	731.0
chrIII: 133124-133724	chrIII	133124.0	133724.0	YCR010C	YCR011C	600.0
chrIII: 136873-137746	chrIII	136873.0	137746.0	YCR011C	YCR012W	873.0
chrIII: 138996-139185	chrIII	138996.0	139185.0	YCR012W	YCR014C	189.0
chrIII: 140933-144773	chrIII	140933.0	144773.0	YCR014C	YCR017C	3840.0
chrIII: 147634-148238	chrIII	147634.0	148238.0	YCR017C	YCR018C	604.0
chrIII: 148903-152837	chrIII	148903.0	152837.0	YCR018C	YCR019W	3934.0
chrIII: 153928-154012	chrIII	153928.0	154012.0	YCR019W	YCR020C	84.0
chrIII: 154659-154830	chrIII	154659.0	154830.0	YCR020C	YCR020C-A	171.0
chrIII: 155096-155320	chrIII	155096.0	155320.0	YCR020C-A	YCR020W-B	224.0
chrIII: 155556-156109	chrIII	155556.0	156109.0	YCR020W-B	YCR021C	553.0
chrIII: 157107-158538	chrIII	157107.0	158538.0	YCR021C	YCR023C	1431.0
chrIII: 160373-160744	chrIII	160373.0	160744.0	YCR023C	YCR024C	371.0
chrIII: 162222-162945	chrIII	162222.0	162945.0	YCR024C	YCR024C-A	723.0
chrIII: 163067-164111	chrIII	163067.0	164111.0	YCR024C-A	YCR026C	1044.0
chrIII: 166339-167370	chrIII	166339.0	167370.0	YCR026C	YCR027C	1031.0
chrIII: 167999-170886	chrIII	167999.0	170886.0	YCR027C	YCR028C	2887.0
chrIII: 172424-172950	chrIII	172424.0	172950.0	YCR028C	YCR028C-A	526.0
chrIII: 173440-173826	chrIII	173440.0	173826.0	YCR028C-A	YCR030C	386.0
chrIII: 176438-177500	chrIII	176438.0	177500.0	YCR030C	YCR031C	1062.0
chrIII: 178220-179520	chrIII	178220.0	179520.0	YCR031C	YCR032W	1300.0
chrIII: 186023-186489	chrIII	186023.0	186489.0	YCR032W	YCR033W	466.0
chrIII: 190169-190592	chrIII	190169.0	190592.0	YCR033W	YCR034W	423.0
chrIII: 191635-191834	chrIII	191635.0	191834.0	YCR034W	YCR035C	199.0
chrIII: 193018-193297	chrIII	193018.0	193297.0	YCR035C	YCR036W	279.0
chrIII: 194298-194414	chrIII	194298.0	194414.0	YCR036W	YCR037C	116.0
chrIII: 197185-197621	chrIII	197185.0	197621.0	YCR037C	YCR038C	436.0
chrIII: 200178-200442	chrIII	200178.0	200442.0	YCR039C	YCR040W	264.0
chrIII: 200969-201174	chrIII	200969.0	201174.0	YCR040W	YCR042C	205.0
chrIII: 205397-206877	chrIII	205397.0	206877.0	YCR042C	YCR044C	1480.0
chrIII: 207950-208135	chrIII	207950.0	208135.0	YCR044C	YCR045C	185.0
chrIII: 209610-209914	chrIII	209610.0	209914.0	YCR045C	YCR046C	304.0
chrIII: 210423-210718	chrIII	210423.0	210718.0	YCR046C	YCR047C	295.0
chrIII: 211545-211929	chrIII	211545.0	211929.0	YCR047C	YCR048W	384.0
chrIII: 213761-214994	chrIII	213761.0	214994.0	YCR048W	YCR052W	1233.0
chrIII: 216445-216697	chrIII	216445.0	216697.0	YCR052W	YCR053W	252.0
chrIII: 218241-218376	chrIII	218241.0	218376.0	YCR053W	YCR054C	135.0
chrIII: 220067-220457	chrIII	220067.0	220457.0	YCR054C	YCR057C	390.0
chrIII: 223228-223454	chrIII	223228.0	223454.0	YCR057C	YCR059C	226.0
chrIII: 224230-224399	chrIII	224230.0	224399.0	YCR059C	YCR060W	169.0
chrIII: 224734-228318	chrIII	224734.0	228318.0	YCR060W	YCR063W	3584.0
chrIII: 228791-229310	chrIII	228791.0	229310.0	YCR063W	YCR065W	519.0
chrIII: 231004-231500	chrIII	231004.0	231500.0	YCR065W	YCR066W	496.0
chrIII: 232963-233125	chrIII	232963.0	233125.0	YCR066W	YCR067C	162.0
chrIII: 236322-237214	chrIII	236322.0	237214.0	YCR067C	YCR068W	892.0
chrIII: 238776-239055	chrIII	238776.0	239055.0	YCR068W	YCR069W	279.0
chrIII: 240011-240103	chrIII	240011.0	240103.0	YCR069W	YCR071C	92.0
chrIII: 240543-240805	chrIII	240543.0	240805.0	YCR071C	YCR072C	262.0
chrIII: 242352-242588	chrIII	242352.0	242588.0	YCR072C	YCR073C	236.0
chrIII: 246583-246963	chrIII	246583.0	246963.0	YCR073C	YCR073W-A	380.0
chrIII: 247910-248033	chrIII	247910.0	248033.0	YCR073W-A	YCR075C	123.0
chrIII: 248815-250238	chrIII	248815.0	250238.0	YCR075C	YCR077C	1423.0
chrIII: 252628-252845	chrIII	252628.0	252845.0	YCR077C	YCR079W	217.0
chrIII: 254173-254371	chrIII	254173.0	254371.0	YCR079W	YCR081W	198.0
chrIII: 258654-258883	chrIII	258654.0	258883.0	YCR081W	YCR082W	229.0
chrIII: 259269-259578	chrIII	259269.0	259578.0	YCR082W	YCR083W	309.0
chrIII: 259961-260311	chrIII	259961.0	260311.0	YCR083W	YCR084C	350.0
chrIII: 262452-263392	chrIII	262452.0	263392.0	YCR084C	YCR086W	940.0
chrIII: 263964-265068	chrIII	263964.0	265068.0	YCR086W	YCR088W	1104.0
chrIII: 266846-267434	chrIII	266846.0	267434.0	YCR088W	YCR089W	588.0
chrIII: 272263-274404	chrIII	272263.0	274404.0	YCR089W	YCR091W	2141.0
chrIII: 276566-276764	chrIII	276566.0	276764.0	YCR091W	YCR092C	198.0
chrIII: 279820-280117	chrIII	279820.0	280117.0	YCR092C	YCR093W	297.0
chrIII: 286443-286762	chrIII	286443.0	286762.0	YCR093W	YCR094W	319.0
chrIII: 293538-293835	chrIII	293538.0	293835.0	YCR096C	YCR097W	297.0
chrIII: 294321-297049	chrIII	294321.0	297049.0	YCR097W	YCR098C	2728.0
chrIII: 308175-309070	chrIII	308175.0	309070.0	YCR104W	YCR105W	895.0
chrIII: 310155-310958	chrIII	310155.0	310958.0	YCR105W	YCR106W	803.0
chrIII: 313456-313890	chrIII	313456.0	313890.0	YCR106W	YCR107W	434.0
chrIV: 2953-5985	chrIV	2953.0	5985.0	YDL248W	YDL247W	3032.0
chrIV: 7814-11657	chrIV	7814.0	11657.0	YDL247W	YDL245C	3843.0
chrIV: 13360-16204	chrIV	13360.0	16204.0	YDL245C	YDL244W	2844.0
chrIV: 17226-17577	chrIV	17226.0	17577.0	YDL244W	YDL243C	351.0
chrIV: 18566-22823	chrIV	18566.0	22823.0	YDL243C	YDL240W	4257.0
chrIV: 25876-26403	chrIV	25876.0	26403.0	YDL240W	YDL239C	527.0
chrIV: 28775-28985	chrIV	28775.0	28985.0	YDL239C	YDL238C	210.0
chrIV: 30454-30657	chrIV	30454.0	30657.0	YDL238C	YDL237W	203.0
chrIV: 31829-32296	chrIV	31829.0	32296.0	YDL237W	YDL236W	467.0
chrIV: 33234-33415	chrIV	33234.0	33415.0	YDL236W	YDL235C	181.0
chrIV: 33918-34237	chrIV	33918.0	34237.0	YDL235C	YDL234C	319.0
chrIV: 36477-38487	chrIV	36477.0	38487.0	YDL234C	YDL232W	2010.0
chrIV: 38597-38867	chrIV	38597.0	38867.0	YDL232W	YDL231C	270.0
chrIV: 42244-42700	chrIV	42244.0	42700.0	YDL231C	YDL230W	456.0
chrIV: 43707-44065	chrIV	43707.0	44065.0	YDL230W	YDL229W	358.0
chrIV: 45906-46271	chrIV	45906.0	46271.0	YDL229W	YDL227C	365.0
chrIV: 48031-51115	chrIV	48031.0	51115.0	YDL227C	YDL226C	3084.0
chrIV: 52173-52445	chrIV	52173.0	52445.0	YDL226C	YDL225W	272.0
chrIV: 54100-54397	chrIV	54100.0	54397.0	YDL225W	YDL224C	297.0
chrIV: 56346-57265	chrIV	56346.0	57265.0	YDL224C	YDL223C	919.0
chrIV: 60405-60872	chrIV	60405.0	60872.0	YDL223C	YDL222C	467.0
chrIV: 61801-62244	chrIV	61801.0	62244.0	YDL222C	YDL220C	443.0
chrIV: 65018-65242	chrIV	65018.0	65242.0	YDL220C	YDL219W	224.0
chrIV: 65765-67983	chrIV	65765.0	67983.0	YDL219W	YDL217C	2218.0
chrIV: 68606-68997	chrIV	68606.0	68997.0	YDL217C	YDL216C	391.0
chrIV: 70319-70640	chrIV	70319.0	70640.0	YDL216C	YDL215C	321.0
chrIV: 73918-74446	chrIV	73918.0	74446.0	YDL215C	YDL214C	528.0
chrIV: 76545-77289	chrIV	76545.0	77289.0	YDL214C	YDL213C	744.0
chrIV: 77966-78426	chrIV	77966.0	78426.0	YDL213C	YDL212W	460.0
chrIV: 85985-86207	chrIV	85985.0	86207.0	YDL210W	YDL209C	222.0
chrIV: 87226-87512	chrIV	87226.0	87512.0	YDL209C	YDL208W	286.0
chrIV: 87982-88248	chrIV	87982.0	88248.0	YDL208W	YDL207W	266.0
chrIV: 89864-92762	chrIV	89864.0	92762.0	YDL207W	YDL205C	2898.0
chrIV: 93745-94605	chrIV	93745.0	94605.0	YDL205C	YDL204W	860.0
chrIV: 95786-96082	chrIV	95786.0	96082.0	YDL204W	YDL203C	296.0
chrIV: 97953-98475	chrIV	97953.0	98475.0	YDL203C	YDL202W	522.0
chrIV: 99224-100421	chrIV	99224.0	100421.0	YDL202W	YDL201W	1197.0
chrIV: 99561-100501	chrIV	99561.0	100501.0	YDL201W	YDL200C	940.0
chrIV: 101067-103649	chrIV	101067.0	103649.0	YDL200C	YDL198C	2582.0
chrIV: 104551-104917	chrIV	104551.0	104917.0	YDL198C	YDL197C	366.0
chrIV: 106494-107208	chrIV	106494.0	107208.0	YDL197C	YDL195W	714.0
chrIV: 111029-111580	chrIV	111029.0	111580.0	YDL195W	YDL194W	551.0
chrIV: 114234-114672	chrIV	114234.0	114672.0	YDL194W	YDL193W	438.0
chrIV: 115799-116321	chrIV	115799.0	116321.0	YDL193W	YDL192W	522.0
chrIV: 116866-117664	chrIV	116866.0	117664.0	YDL192W	YDL191W	798.0
chrIV: 118517-118707	chrIV	118517.0	118707.0	YDL191W	YDL190C	190.0
chrIV: 121592-122216	chrIV	121592.0	122216.0	YDL190C	YDL189W	624.0
chrIV: 123589-123865	chrIV	123589.0	123865.0	YDL189W	YDL188C	276.0
chrIV: 124998-126787	chrIV	124998.0	126787.0	YDL188C	YDL185W	1789.0
chrIV: 130002-130407	chrIV	130002.0	130407.0	YDL185W	YDL184C	405.0
chrIV: 130484-130871	chrIV	130484.0	130871.0	YDL184C	YDL183C	387.0
chrIV: 131833-133437	chrIV	131833.0	133437.0	YDL183C	YDL182W	1604.0
chrIV: 134723-135179	chrIV	134723.0	135179.0	YDL182W	YDL181W	456.0
chrIV: 135436-138291	chrIV	135436.0	138291.0	YDL181W	YDL179W	2855.0
chrIV: 139205-139522	chrIV	139205.0	139522.0	YDL179W	YDL178W	317.0
chrIV: 141114-142097	chrIV	141114.0	142097.0	YDL178W	YDL176W	983.0
chrIV: 144223-144484	chrIV	144223.0	144484.0	YDL176W	YDL175C	261.0
chrIV: 145518-145826	chrIV	145518.0	145826.0	YDL175C	YDL174C	308.0
chrIV: 147589-148191	chrIV	147589.0	148191.0	YDL174C	YDL173W	602.0
chrIV: 149078-149203	chrIV	149078.0	149203.0	YDL173W	YDL171C	125.0
chrIV: 155640-156318	chrIV	155640.0	156318.0	YDL171C	YDL170W	678.0
chrIV: 157904-158064	chrIV	157904.0	158064.0	YDL170W	YDL169C	160.0
chrIV: 158735-159604	chrIV	158735.0	159604.0	YDL169C	YDL168W	869.0
chrIV: 160764-160995	chrIV	160764.0	160995.0	YDL168W	YDL167C	231.0
chrIV: 163154-163449	chrIV	163154.0	163449.0	YDL167C	YDL166C	295.0
chrIV: 164042-164290	chrIV	164042.0	164290.0	YDL166C	YDL165W	248.0
chrIV: 164865-164987	chrIV	164865.0	164987.0	YDL165W	YDL164C	122.0
chrIV: 167254-167714	chrIV	167254.0	167714.0	YDL164C	YDL161W	460.0
chrIV: 169078-170410	chrIV	169078.0	170410.0	YDL161W	YDL160C	1332.0
chrIV: 171930-172481	chrIV	171930.0	172481.0	YDL160C	YDL159W	551.0
chrIV: 174028-176773	chrIV	174028.0	176773.0	YDL159W	YDL155W	2745.0
chrIV: 178056-178334	chrIV	178056.0	178334.0	YDL155W	YDL154W	278.0
chrIV: 181039-181186	chrIV	181039.0	181186.0	YDL154W	YDL153C	147.0
chrIV: 183018-183343	chrIV	183018.0	183343.0	YDL153C	YDL150W	325.0
chrIV: 184611-184925	chrIV	184611.0	184925.0	YDL150W	YDL149W	314.0
chrIV: 187918-188154	chrIV	187918.0	188154.0	YDL149W	YDL148C	236.0
chrIV: 190586-190924	chrIV	190586.0	190924.0	YDL148C	YDL147W	338.0
chrIV: 192261-192750	chrIV	192261.0	192750.0	YDL147W	YDL146W	489.0
chrIV: 194225-194571	chrIV	194225.0	194571.0	YDL146W	YDL145C	346.0
chrIV: 198176-199996	chrIV	198176.0	199996.0	YDL145C	YDL143W	1820.0
chrIV: 201582-201719	chrIV	201582.0	201719.0	YDL143W	YDL142C	137.0
chrIV: 202570-203039	chrIV	202570.0	203039.0	YDL142C	YDL141W	469.0
chrIV: 205111-205360	chrIV	205111.0	205360.0	YDL141W	YDL140C	249.0
chrIV: 210561-211375	chrIV	210561.0	211375.0	YDL140C	YDL139C	814.0
chrIV: 212046-213351	chrIV	212046.0	213351.0	YDL139C	YDL138W	1305.0
chrIV: 215642-216529	chrIV	215642.0	216529.0	YDL138W	YDL137W	887.0
chrIV: 217074-217600	chrIV	217074.0	217600.0	YDL137W	YDL136W	526.0
chrIV: 218367-218680	chrIV	218367.0	218680.0	YDL136W	YDL135C	313.0
chrIV: 219288-219662	chrIV	219288.0	219662.0	YDL135C	YDL134C	374.0
chrIV: 220771-221724	chrIV	220771.0	221724.0	YDL134C	YDL133C-A	953.0
chrIV: 221801-224304	chrIV	221801.0	224304.0	YDL133C-A	YDL132W	2503.0
chrIV: 226751-227393	chrIV	226751.0	227393.0	YDL132W	YDL131W	642.0
chrIV: 228715-229171	chrIV	228715.0	229171.0	YDL131W	YDL130W-A	456.0
chrIV: 229431-229906	chrIV	229431.0	229906.0	YDL130W-A	YDL130W	475.0
chrIV: 230527-232652	chrIV	230527.0	232652.0	YDL130W	YDL128W	2125.0
chrIV: 233887-234927	chrIV	233887.0	234927.0	YDL128W	YDL127W	1040.0
chrIV: 235853-236157	chrIV	235853.0	236157.0	YDL127W	YDL126C	304.0
chrIV: 238664-239019	chrIV	238664.0	239019.0	YDL126C	YDL125C	355.0
chrIV: 239606-240259	chrIV	239606.0	240259.0	YDL125C	YDL124W	653.0
chrIV: 241197-241418	chrIV	241197.0	241418.0	YDL124W	YDL123W	221.0
chrIV: 241840-242552	chrIV	241840.0	242552.0	YDL123W	YDL122W	712.0
chrIV: 244981-245923	chrIV	244981.0	245923.0	YDL122W	YDL120W	942.0
chrIV: 246447-248581	chrIV	246447.0	248581.0	YDL120W	YDL117W	2134.0
chrIV: 251238-251566	chrIV	251238.0	251566.0	YDL117W	YDL116W	328.0
chrIV: 253746-253995	chrIV	253746.0	253995.0	YDL116W	YDL115C	249.0
chrIV: 255126-256633	chrIV	255126.0	256633.0	YDL115C	YDL113C	1507.0
chrIV: 258555-258915	chrIV	258555.0	258915.0	YDL113C	YDL112W	360.0
chrIV: 263225-263313	chrIV	263225.0	263313.0	YDL112W	YDL111C	88.0
chrIV: 264110-264512	chrIV	264110.0	264512.0	YDL111C	YDL110C	402.0
chrIV: 264964-267698	chrIV	264964.0	267698.0	YDL110C	YDL108W	2734.0
chrIV: 268699-268921	chrIV	268699.0	268921.0	YDL108W	YDL107W	222.0
chrIV: 269976-270222	chrIV	269976.0	270222.0	YDL107W	YDL106C	246.0
chrIV: 271901-272389	chrIV	271901.0	272389.0	YDL106C	YDL105W	488.0
chrIV: 273597-273653	chrIV	273597.0	273653.0	YDL105W	YDL104C	56.0
chrIV: 274876-275148	chrIV	274876.0	275148.0	YDL104C	YDL103C	272.0
chrIV: 276581-276872	chrIV	276581.0	276872.0	YDL103C	YDL102W	291.0
chrIV: 280165-280307	chrIV	280165.0	280307.0	YDL102W	YDL101C	142.0
chrIV: 281848-282112	chrIV	281848.0	282112.0	YDL101C	YDL100C	264.0
chrIV: 283176-283419	chrIV	283176.0	283419.0	YDL100C	YDL099W	243.0
chrIV: 284444-284581	chrIV	284444.0	284581.0	YDL099W	YDL098C	137.0
chrIV: 285165-285391	chrIV	285165.0	285391.0	YDL098C	YDL097C	226.0
chrIV: 286695-287059	chrIV	286695.0	287059.0	YDL097C	YDL095W	364.0
chrIV: 289512-289909	chrIV	289512.0	289909.0	YDL095W	YDL093W	397.0
chrIV: 292140-292781	chrIV	292140.0	292781.0	YDL093W	YDL092W	641.0
chrIV: 293221-293392	chrIV	293221.0	293392.0	YDL092W	YDL091C	171.0
chrIV: 294759-295034	chrIV	294759.0	295034.0	YDL091C	YDL090C	275.0
chrIV: 296329-296820	chrIV	296329.0	296820.0	YDL090C	YDL089W	491.0
chrIV: 298274-298417	chrIV	298274.0	298417.0	YDL089W	YDL088C	143.0
chrIV: 300003-300214	chrIV	300003.0	300214.0	YDL088C	YDL087C	211.0
chrIV: 300999-303211	chrIV	300999.0	303211.0	YDL087C	YDL085W	2212.0
chrIV: 304848-305237	chrIV	304848.0	305237.0	YDL085W	YDL084W	389.0
chrIV: 306577-306926	chrIV	306577.0	306926.0	YDL084W	YDL083C	349.0
chrIV: 307789-308424	chrIV	307789.0	308424.0	YDL083C	YDL082W	635.0
chrIV: 309388-309802	chrIV	309388.0	309802.0	YDL082W	YDL081C	414.0
chrIV: 310122-310642	chrIV	310122.0	310642.0	YDL081C	YDL080C	520.0
chrIV: 312471-312951	chrIV	312471.0	312951.0	YDL080C	YDL079C	480.0
chrIV: 314748-315357	chrIV	314748.0	315357.0	YDL079C	YDL078C	609.0
chrIV: 316388-316971	chrIV	316388.0	316971.0	YDL078C	YDL077C	583.0
chrIV: 320120-320668	chrIV	320120.0	320668.0	YDL077C	YDL076C	548.0
chrIV: 321552-322226	chrIV	321552.0	322226.0	YDL076C	YDL075W	674.0
chrIV: 322988-324047	chrIV	322988.0	324047.0	YDL075W	YDL074C	1059.0
chrIV: 326149-329836	chrIV	326149.0	329836.0	YDL074C	YDL072C	3687.0
